ID,Producto,Categoria,Precio,Descuento,Stock,Publicidad,Calificacion,Visitas_Web,Mes,Dia_Semana,Temporada,Ventas
562,Escritorio,Computo,2506.2,20,366,Si,1.4,5360,Mayo,Viernes,Fiestas Patrias,270
563,Teclado,Oficina,1790.94,35,90,Si,4.7,7411,Enero,Miercoles,Campaña Escolar,351
564,Monitor,Accesorios,1626.77,0,416,No,1.5,558,Diciembre,Miercoles,Campaña Escolar,154
565,Celular,Accesorios,3018.68,16,427,No,4.2,2574,Octubre,Sabado,Fiestas Patrias,199
566,Tablet,Oficina,2334.71,2,346,No,3.8,9341,Febrero,Sabado,Normal,200
567,Camara,Computo,2355.27,44,192,No,3.2,7156,Diciembre,Miercoles,Black Friday,359
568,Impresora,Gaming,1367.59,3,411,No,1.1,8284,Enero,Domingo,Normal,126
569,Silla Gamer,Computo,2939.71,39,87,No,3.8,1343,Febrero,Domingo,Navidad,243
570,Monitor,Oficina,2477.55,32,442,No,3.2,2290,Abril,Jueves,Fiestas Patrias,302
571,Parlante,Computo,1094.74,15,399,Si,1.5,1905,Junio,Viernes,Navidad,260
572,Router,Oficina,2834.59,30,461,Si,3.5,9779,Junio,Sabado,Normal,311
573,Mouse,Oficina,3052.52,50,322,No,4.2,3327,Enero,Lunes,Campaña Escolar,307
574,Celular,Tecnologia,2918.25,18,188,No,1.0,4609,Julio,Martes,Campaña Escolar,216
575,Teclado,Computo,586.6,32,122,No,1.1,189,Febrero,Sabado,Fiestas Patrias,173
576,Mouse,Computo,2569.79,13,78,Si,1.3,3154,Noviembre,Sabado,Campaña Escolar,207
577,Tablet,Computo,1014.44,47,498,No,3.7,6390,Diciembre,Sabado,Campaña Escolar,351
578,Silla Gamer,Tecnologia,2751.32,6,88,Si,1.5,6408,Diciembre,Lunes,Normal,174
579,Celular,Tecnologia,1475.8,28,257,No,5.0,5961,Marzo,Viernes,Campaña Escolar,273
580,Laptop,Tecnologia,3431.68,25,71,No,3.1,6210,Diciembre,Miercoles,Normal,156
581,Escritorio,Accesorios,378.86,4,421,No,2.6,2038,Agosto,Lunes,Campaña Escolar,196
582,Mouse,Tecnologia,731.45,48,213,No,1.3,6291,Febrero,Miercoles,Fiestas Patrias,286
583,Teclado,Oficina,1700.98,15,11,Si,2.1,6359,Marzo,Sabado,Campaña Escolar,239
584,Camara,Gaming,287.89,28,239,No,1.3,2650,Enero,Viernes,Campaña Escolar,237
585,Impresora,Accesorios,340.39,43,412,No,3.5,2899,Noviembre,Sabado,Campaña Escolar,286
586,Router,Oficina,1981.54,8,490,Si,3.7,4245,Abril,Lunes,Normal,253
587,Smartwatch,Tecnologia,888.34,1,422,No,1.7,2692,Octubre,Sabado,Black Friday,203
588,Tablet,Computo,2064.8,33,423,Si,3.7,8525,Marzo,Martes,Fiestas Patrias,358
589,Monitor,Gaming,2203.65,44,77,No,4.7,7354,Octubre,Viernes,Navidad,345
590,Smartwatch,Tecnologia,1408.64,44,55,Si,1.8,8017,Noviembre,Miercoles,Campaña Escolar,330
591,Escritorio,Oficina,767.04,37,154,Si,3.0,1868,Mayo,Sabado,Normal,240
592,Celular,Oficina,2624.38,24,421,Si,4.4,3726,Febrero,Martes,Black Friday,308
593,Camara,Tecnologia,1804.29,26,419,No,5.0,909,Junio,Miercoles,Campaña Escolar,267
594,Parlante,Gaming,862.24,19,177,Si,3.6,8392,Julio,Miercoles,Navidad,359
595,Smartwatch,Oficina,194.06,46,72,Si,2.4,5535,Febrero,Lunes,Navidad,344
596,Laptop,Computo,237.59,49,460,No,1.9,1234,Abril,Lunes,Normal,250
597,Camara,Computo,2361.59,17,103,No,4.8,9915,Noviembre,Sabado,Navidad,287
598,Tablet,Oficina,1737.38,12,183,Si,2.6,919,Febrero,Sabado,Navidad,237
599,Audifonos,Tecnologia,2605.23,26,247,Si,2.2,8735,Mayo,Lunes,Navidad,334
600,Smartwatch,Accesorios,2053.88,24,304,Si,2.1,2962,Septiembre,Miercoles,Black Friday,275
601,Audifonos,Oficina,3135.8,8,347,Si,4.1,2867,Diciembre,Domingo,Campaña Escolar,184
602,Monitor,Tecnologia,2475.0,39,429,Si,3.1,5788,Julio,Lunes,Black Friday,372
603,Audifonos,Accesorios,3278.26,27,27,Si,4.3,7879,Febrero,Lunes,Campaña Escolar,292
604,Teclado,Oficina,719.82,21,265,No,2.6,5020,Junio,Viernes,Navidad,296
605,Teclado,Computo,1729.01,3,485,Si,1.4,9064,Marzo,Sabado,Fiestas Patrias,285
606,Smartwatch,Tecnologia,409.34,28,142,No,4.1,2118,Junio,Domingo,Black Friday,274
607,Camara,Tecnologia,2618.78,2,118,Si,4.3,852,Mayo,Sabado,Navidad,190
608,Celular,Oficina,1945.76,24,286,No,4.0,3977,Septiembre,Miercoles,Normal,229
609,Parlante,Gaming,2766.74,45,41,No,4.2,9813,Marzo,Miercoles,Campaña Escolar,292
610,Smartwatch,Tecnologia,964.82,15,106,Si,2.3,7022,Octubre,Sabado,Normal,269
611,Escritorio,Gaming,1386.7,50,118,Si,3.0,711,Enero,Lunes,Normal,295
612,Laptop,Oficina,3097.63,11,480,Si,2.8,7018,Junio,Jueves,Campaña Escolar,260
613,Disco SSD,Tecnologia,66.11,8,294,Si,2.8,2750,Septiembre,Domingo,Black Friday,258
614,Impresora,Accesorios,1723.03,44,410,No,4.0,646,Julio,Sabado,Fiestas Patrias,303
615,Parlante,Tecnologia,2521.21,5,117,Si,3.1,4807,Octubre,Miercoles,Normal,137
616,Teclado,Accesorios,1461.42,31,435,Si,4.5,4779,Septiembre,Lunes,Black Friday,369
617,Disco SSD,Oficina,1252.86,50,429,No,1.5,7228,Mayo,Domingo,Fiestas Patrias,310
618,Mouse,Gaming,784.05,27,161,Si,3.5,5678,Agosto,Lunes,Fiestas Patrias,294
619,Audifonos,Gaming,1463.28,32,455,Si,4.5,2292,Mayo,Sabado,Navidad,349
620,Celular,Computo,617.49,49,363,Si,2.6,6951,Octubre,Jueves,Campaña Escolar,399
621,Teclado,Tecnologia,2022.42,28,441,No,4.8,5602,Julio,Lunes,Campaña Escolar,299
622,Silla Gamer,Tecnologia,1548.05,23,291,No,3.0,5438,Junio,Lunes,Black Friday,282
623,Mouse,Accesorios,1383.67,48,460,No,1.8,866,Septiembre,Martes,Black Friday,323
624,Laptop,Accesorios,2362.9,2,216,Si,4.5,9409,Diciembre,Miercoles,Normal,247
625,Disco SSD,Accesorios,54.73,27,82,No,3.1,3954,Septiembre,Jueves,Fiestas Patrias,275
626,Escritorio,Tecnologia,727.96,43,444,Si,2.1,767,Octubre,Lunes,Navidad,324
627,Silla Gamer,Oficina,1796.76,18,459,Si,2.6,5044,Febrero,Viernes,Navidad,295
628,Tablet,Accesorios,2274.25,17,444,No,2.1,8435,Abril,Miercoles,Fiestas Patrias,255
629,Disco SSD,Oficina,253.07,21,15,No,2.6,6378,Diciembre,Domingo,Fiestas Patrias,263
630,Celular,Computo,1918.64,48,182,Si,2.8,6526,Abril,Lunes,Campaña Escolar,348
631,Smartwatch,Gaming,2817.27,14,29,Si,5.0,684,Febrero,Martes,Normal,166
632,Celular,Oficina,263.61,13,329,No,3.4,5676,Junio,Jueves,Normal,214
633,Smartwatch,Accesorios,1305.8,10,131,No,2.4,6289,Agosto,Miercoles,Black Friday,239
634,Parlante,Tecnologia,38.49,33,326,Si,1.4,5217,Febrero,Martes,Fiestas Patrias,361
635,Monitor,Computo,251.29,7,210,No,3.3,1942,Marzo,Lunes,Campaña Escolar,145
636,Tablet,Gaming,2377.61,16,364,No,3.7,7921,Enero,Sabado,Fiestas Patrias,266
637,Parlante,Accesorios,2502.06,6,101,Si,1.8,8461,Enero,Jueves,Black Friday,241
638,Mouse,Oficina,918.64,30,396,Si,2.7,9045,Febrero,Domingo,Campaña Escolar,343
639,Laptop,Tecnologia,2987.0,21,71,No,1.6,9947,Abril,Martes,Campaña Escolar,267
640,Impresora,Tecnologia,1364.02,39,68,Si,1.7,7454,Octubre,Viernes,Fiestas Patrias,306
641,Laptop,Tecnologia,767.9,29,231,Si,4.6,3328,Abril,Sabado,Black Friday,375
642,Mouse,Computo,485.1,50,355,Si,2.8,7535,Febrero,Lunes,Black Friday,453
643,Teclado,Gaming,2790.92,37,248,No,3.5,6254,Julio,Domingo,Black Friday,285
644,Laptop,Oficina,684.42,45,278,No,3.6,8007,Noviembre,Jueves,Campaña Escolar,328
645,Monitor,Accesorios,239.73,14,216,Si,4.1,4983,Mayo,Miercoles,Black Friday,328
646,Laptop,Gaming,2622.48,32,37,No,1.9,3798,Octubre,Viernes,Campaña Escolar,220
647,Celular,Oficina,923.33,5,390,Si,4.5,5760,Septiembre,Jueves,Normal,237
648,Audifonos,Oficina,2340.63,5,226,Si,4.6,8142,Marzo,Jueves,Campaña Escolar,264
649,Silla Gamer,Gaming,1538.74,12,239,No,1.4,2428,Enero,Jueves,Fiestas Patrias,186
650,Camara,Oficina,3386.08,26,285,No,4.6,1006,Junio,Viernes,Navidad,241
651,Tablet,Computo,2623.68,31,70,Si,4.4,4510,Marzo,Lunes,Fiestas Patrias,327
652,Laptop,Computo,1078.03,12,378,No,4.8,3014,Enero,Domingo,Black Friday,239
653,Smartwatch,Gaming,2747.41,10,423,Si,2.3,6694,Abril,Martes,Normal,235
654,Silla Gamer,Accesorios,2672.81,31,192,Si,4.3,1308,Mayo,Viernes,Normal,250
655,Router,Oficina,38.6,2,217,Si,2.7,117,Junio,Domingo,Campaña Escolar,225
656,Monitor,Gaming,1374.52,19,57,Si,3.4,6089,Junio,Domingo,Fiestas Patrias,261
657,Escritorio,Computo,1339.36,33,192,Si,3.5,3312,Octubre,Viernes,Campaña Escolar,298
658,Parlante,Oficina,2084.19,10,297,No,2.8,3011,Septiembre,Miercoles,Campaña Escolar,198
659,Laptop,Tecnologia,1281.26,17,385,Si,4.8,9181,Enero,Martes,Navidad,398
660,Laptop,Gaming,2446.03,40,191,Si,2.1,7032,Agosto,Lunes,Fiestas Patrias,315
661,Smartwatch,Accesorios,2105.57,14,113,No,3.8,9991,Junio,Sabado,Campaña Escolar,229
662,Laptop,Tecnologia,3321.63,49,413,Si,3.7,8616,Marzo,Viernes,Campaña Escolar,414
663,Parlante,Gaming,616.59,14,277,No,2.8,4677,Junio,Lunes,Fiestas Patrias,234
664,Router,Tecnologia,1719.96,29,22,Si,1.6,9046,Junio,Miercoles,Fiestas Patrias,311
665,Teclado,Oficina,2921.6,1,301,Si,1.3,9852,Noviembre,Jueves,Fiestas Patrias,204
666,Escritorio,Gaming,200.92,7,38,Si,2.7,5071,Diciembre,Viernes,Fiestas Patrias,262
667,Silla Gamer,Gaming,3206.54,19,125,No,2.0,9183,Marzo,Jueves,Fiestas Patrias,209
668,Teclado,Accesorios,3023.23,46,449,No,1.8,7432,Diciembre,Lunes,Navidad,340
669,Parlante,Gaming,1017.09,8,428,No,1.8,1307,Enero,Martes,Navidad,217
670,Disco SSD,Gaming,2174.09,14,104,Si,4.1,6469,Abril,Sabado,Navidad,314
671,Disco SSD,Oficina,1229.32,11,442,Si,3.7,7003,Marzo,Miercoles,Normal,253
672,Impresora,Computo,753.56,33,260,No,2.9,2825,Marzo,Sabado,Normal,226
673,Celular,Tecnologia,371.4,14,494,Si,3.1,8022,Mayo,Martes,Campaña Escolar,286
674,Impresora,Computo,2798.06,45,201,Si,2.2,911,Febrero,Sabado,Normal,223
675,Tablet,Oficina,91.41,9,48,No,2.5,7637,Diciembre,Jueves,Campaña Escolar,222
676,Celular,Oficina,752.56,21,13,Si,1.6,6129,Junio,Viernes,Black Friday,298
677,Parlante,Oficina,286.15,23,392,Si,2.1,7592,Octubre,Sabado,Campaña Escolar,339
678,Celular,Tecnologia,562.81,37,275,No,3.0,6431,Enero,Miercoles,Normal,310
679,Audifonos,Tecnologia,1104.68,43,121,No,1.7,5512,Febrero,Miercoles,Campaña Escolar,276
680,Teclado,Tecnologia,1086.49,41,190,No,2.7,826,Septiembre,Lunes,Fiestas Patrias,230
681,Escritorio,Tecnologia,683.73,24,185,No,3.2,5117,Julio,Sabado,Campaña Escolar,262
682,Teclado,Tecnologia,1112.29,38,22,Si,5.0,2490,Febrero,Miercoles,Campaña Escolar,302
683,Tablet,Gaming,3292.66,25,228,No,3.1,894,Diciembre,Sabado,Navidad,200
684,Silla Gamer,Computo,1701.47,18,453,Si,2.4,276,Mayo,Martes,Normal,232
685,Tablet,Gaming,2803.02,15,448,Si,3.8,236,Septiembre,Domingo,Black Friday,237
686,Laptop,Computo,703.54,16,238,No,3.0,1931,Enero,Jueves,Normal,185
687,Parlante,Gaming,3046.23,3,48,Si,4.7,1745,Agosto,Martes,Normal,132
688,Monitor,Accesorios,2994.37,29,460,No,1.9,6951,Noviembre,Miercoles,Normal,225
689,Parlante,Tecnologia,2893.47,21,105,No,4.7,6905,Mayo,Domingo,Black Friday,233
690,Celular,Computo,2754.04,31,108,No,4.8,748,Febrero,Sabado,Navidad,249
691,Teclado,Computo,1194.43,30,358,No,4.2,7919,Julio,Miercoles,Campaña Escolar,315
692,Laptop,Computo,1836.4,21,397,Si,1.0,3035,Agosto,Jueves,Fiestas Patrias,209
693,Parlante,Computo,2778.23,19,214,Si,1.9,3029,Octubre,Lunes,Campaña Escolar,170
694,Mouse,Computo,346.34,7,228,Si,1.2,8569,Septiembre,Jueves,Navidad,282
695,Camara,Tecnologia,742.24,25,120,No,4.6,8152,Julio,Domingo,Navidad,336
696,Camara,Oficina,2666.28,16,295,No,5.0,6801,Octubre,Martes,Black Friday,312
697,Mouse,Oficina,1327.8,45,103,Si,2.9,1697,Diciembre,Lunes,Navidad,315
698,Mouse,Oficina,2160.65,8,189,Si,3.0,6672,Marzo,Martes,Campaña Escolar,197
699,Teclado,Tecnologia,449.43,29,426,Si,4.4,2746,Julio,Lunes,Black Friday,341
700,Parlante,Accesorios,106.9,33,217,Si,1.9,1856,Octubre,Miercoles,Fiestas Patrias,287
701,Mouse,Oficina,1640.58,44,471,No,4.7,8313,Septiembre,Jueves,Navidad,388
702,Parlante,Computo,2145.48,41,199,No,1.2,7900,Septiembre,Jueves,Normal,267
703,Mouse,Oficina,2287.27,32,425,Si,3.2,9990,Marzo,Martes,Navidad,391
704,Disco SSD,Tecnologia,1367.88,49,111,No,1.1,241,Octubre,Domingo,Normal,207
705,Parlante,Gaming,1520.27,7,242,No,2.1,7049,Junio,Jueves,Fiestas Patrias,226
706,Silla Gamer,Oficina,943.93,16,15,Si,3.7,1101,Octubre,Viernes,Black Friday,254
707,Teclado,Computo,2971.42,36,380,No,3.0,6370,Julio,Martes,Navidad,317
708,Laptop,Oficina,3465.58,34,247,Si,1.3,4941,Junio,Sabado,Campaña Escolar,285
709,Escritorio,Oficina,928.45,17,313,No,4.3,6653,Mayo,Miercoles,Normal,234
710,Parlante,Computo,3251.63,43,420,Si,1.4,233,Mayo,Miercoles,Black Friday,261
711,Parlante,Accesorios,2091.34,23,384,No,4.9,8778,Marzo,Miercoles,Black Friday,339
712,Audifonos,Oficina,970.18,18,332,Si,2.2,5364,Octubre,Sabado,Normal,262
713,Celular,Accesorios,2654.53,15,122,No,1.0,6355,Julio,Sabado,Black Friday,213
714,Parlante,Tecnologia,2655.98,3,96,Si,2.2,6561,Septiembre,Domingo,Campaña Escolar,222
715,Audifonos,Gaming,965.28,24,75,Si,1.7,7595,Julio,Martes,Navidad,330
716,Teclado,Accesorios,2882.28,20,455,Si,2.9,2391,Abril,Domingo,Normal,217
717,Laptop,Oficina,2393.89,45,445,No,3.9,7242,Enero,Miercoles,Campaña Escolar,347
718,Impresora,Oficina,1216.97,46,480,Si,3.6,8771,Septiembre,Jueves,Normal,376
719,Monitor,Computo,388.37,34,223,Si,3.1,8433,Agosto,Viernes,Black Friday,383
720,Parlante,Oficina,1157.25,48,209,No,4.3,4718,Octubre,Viernes,Fiestas Patrias,337
721,Teclado,Computo,2734.36,44,190,No,2.9,4588,Diciembre,Domingo,Normal,242
722,Laptop,Oficina,2591.26,50,39,Si,4.5,6301,Enero,Martes,Navidad,349
723,Parlante,Accesorios,379.36,25,214,No,3.3,6128,Noviembre,Martes,Campaña Escolar,242
724,Silla Gamer,Oficina,1493.95,29,466,No,1.1,6150,Septiembre,Lunes,Normal,247
725,Disco SSD,Accesorios,855.45,33,256,Si,1.5,7050,Noviembre,Martes,Navidad,332
726,Monitor,Computo,808.3,46,394,No,2.0,6887,Octubre,Domingo,Fiestas Patrias,371
727,Tablet,Oficina,3144.15,14,218,Si,1.3,2078,Junio,Jueves,Fiestas Patrias,174
728,Celular,Computo,200.21,25,150,No,1.3,4641,Noviembre,Viernes,Navidad,269
729,Router,Tecnologia,1697.82,5,172,No,1.9,9504,Enero,Viernes,Fiestas Patrias,229
730,Audifonos,Tecnologia,2671.35,12,250,No,2.1,1065,Agosto,Lunes,Fiestas Patrias,130
731,Silla Gamer,Computo,3265.29,5,206,Si,4.7,8034,Mayo,Miercoles,Fiestas Patrias,289
732,Teclado,Gaming,3281.14,25,29,No,2.0,2668,Abril,Lunes,Navidad,164
733,Silla Gamer,Computo,2304.31,17,397,No,3.2,4671,Noviembre,Martes,Normal,190
734,Audifonos,Computo,852.22,14,28,Si,4.1,1053,Julio,Jueves,Black Friday,262
735,Router,Gaming,2432.81,34,412,No,1.9,9940,Abril,Miercoles,Campaña Escolar,328
736,Disco SSD,Computo,2855.06,16,336,Si,2.0,5234,Septiembre,Miercoles,Campaña Escolar,230
737,Audifonos,Tecnologia,1565.52,35,150,Si,3.1,9393,Agosto,Martes,Fiestas Patrias,335
738,Silla Gamer,Computo,1395.5,3,305,No,1.6,4877,Noviembre,Lunes,Campaña Escolar,185
739,Monitor,Computo,3177.23,3,438,No,1.9,2334,Julio,Domingo,Fiestas Patrias,136
740,Audifonos,Gaming,1125.58,14,180,No,2.0,3608,Mayo,Jueves,Normal,174
741,Laptop,Gaming,787.15,7,80,No,4.7,2468,Octubre,Viernes,Normal,133
742,Disco SSD,Accesorios,1014.23,29,467,No,2.3,5366,Septiembre,Lunes,Black Friday,291
743,Tablet,Tecnologia,2737.75,38,69,No,2.8,7599,Marzo,Martes,Campaña Escolar,273
744,Tablet,Gaming,1900.23,45,117,Si,2.5,2103,Agosto,Martes,Fiestas Patrias,279
745,Smartwatch,Tecnologia,894.07,17,280,No,2.9,657,Agosto,Miercoles,Campaña Escolar,202
746,Silla Gamer,Tecnologia,768.91,2,115,Si,1.0,7313,Enero,Jueves,Fiestas Patrias,225
747,Smartwatch,Accesorios,3380.8,3,346,No,3.9,775,Octubre,Domingo,Campaña Escolar,131
748,Smartwatch,Tecnologia,480.77,21,377,No,3.5,1022,Marzo,Viernes,Black Friday,286
749,Tablet,Oficina,3466.36,2,402,Si,3.4,8840,Agosto,Jueves,Normal,176
750,Camara,Accesorios,1079.63,8,288,No,1.3,174,Diciembre,Miercoles,Normal,94
751,Smartwatch,Gaming,794.91,46,381,Si,3.2,3021,Abril,Lunes,Normal,315
752,Monitor,Computo,1559.04,9,215,No,3.9,6832,Mayo,Martes,Normal,183
753,Camara,Gaming,77.74,13,364,Si,3.4,7955,Mayo,Martes,Normal,288
754,Audifonos,Computo,2908.93,21,182,No,2.2,3842,Agosto,Sabado,Navidad,213
755,Tablet,Accesorios,825.53,1,341,Si,1.1,9219,Junio,Jueves,Fiestas Patrias,227
756,Teclado,Oficina,119.71,25,153,Si,1.0,4636,Enero,Martes,Campaña Escolar,296
757,Monitor,Tecnologia,1086.39,47,307,Si,3.4,9598,Octubre,Viernes,Campaña Escolar,393
758,Impresora,Tecnologia,235.36,26,292,Si,3.3,1952,Julio,Sabado,Fiestas Patrias,283
759,Router,Tecnologia,1805.88,39,389,Si,2.7,1839,Noviembre,Lunes,Normal,253
760,Escritorio,Tecnologia,1125.09,35,478,Si,1.4,139,Julio,Jueves,Black Friday,288
761,Camara,Computo,351.86,27,127,Si,2.3,9167,Agosto,Sabado,Campaña Escolar,308
762,Escritorio,Tecnologia,2326.53,36,294,No,2.3,5605,Mayo,Jueves,Normal,213
763,Router,Gaming,581.56,41,30,Si,4.2,7528,Diciembre,Martes,Black Friday,385
764,Camara,Gaming,953.25,35,395,Si,2.6,9025,Febrero,Miercoles,Normal,333
765,Celular,Accesorios,616.11,35,39,Si,2.6,4616,Octubre,Martes,Fiestas Patrias,286
766,Impresora,Oficina,3416.59,35,31,No,2.3,981,Mayo,Martes,Normal,166
767,Disco SSD,Accesorios,444.95,50,412,Si,3.6,6432,Diciembre,Jueves,Fiestas Patrias,388
768,Laptop,Tecnologia,1918.63,49,347,No,1.2,6831,Noviembre,Lunes,Normal,289
769,Teclado,Tecnologia,1882.33,21,451,No,1.1,5979,Septiembre,Lunes,Normal,216
770,Silla Gamer,Accesorios,428.13,41,487,No,2.4,5358,Agosto,Miercoles,Fiestas Patrias,264
771,Laptop,Tecnologia,2239.9,30,190,No,4.1,4332,Marzo,Domingo,Normal,190
772,Impresora,Computo,1169.39,16,361,Si,4.4,7519,Julio,Sabado,Normal,248
773,Parlante,Tecnologia,101.89,30,116,Si,2.1,5052,Enero,Domingo,Campaña Escolar,324
774,Impresora,Computo,76.38,49,405,Si,1.2,7442,Agosto,Viernes,Fiestas Patrias,391
775,Impresora,Computo,1732.97,31,330,No,3.6,5350,Marzo,Lunes,Black Friday,292
776,Celular,Computo,3032.16,43,28,No,1.5,9059,Julio,Sabado,Black Friday,326
777,Silla Gamer,Accesorios,2364.96,44,204,Si,2.3,2587,Febrero,Martes,Normal,268
778,Mouse,Oficina,1146.89,40,383,No,1.9,1319,Octubre,Jueves,Navidad,275
779,Teclado,Gaming,475.79,21,194,Si,4.4,5722,Julio,Domingo,Fiestas Patrias,275
780,Parlante,Accesorios,459.82,25,210,No,3.5,3859,Agosto,Jueves,Normal,260
781,Celular,Tecnologia,2950.21,38,69,Si,4.1,1459,Febrero,Miercoles,Fiestas Patrias,261
782,Escritorio,Gaming,195.45,11,110,Si,3.3,2222,Diciembre,Viernes,Navidad,255
783,Silla Gamer,Computo,105.9,20,403,Si,3.2,7875,Septiembre,Viernes,Navidad,362
784,Tablet,Accesorios,3023.27,21,463,Si,3.9,7239,Agosto,Miercoles,Black Friday,324
785,Parlante,Gaming,1848.64,15,454,Si,4.6,2826,Octubre,Lunes,Normal,253
786,Camara,Oficina,2158.41,37,204,Si,2.0,8094,Agosto,Domingo,Campaña Escolar,307
787,Smartwatch,Oficina,966.4,4,461,No,2.3,5924,Junio,Martes,Fiestas Patrias,220
788,Laptop,Gaming,2556.15,15,346,No,3.7,2414,Abril,Viernes,Black Friday,229
789,Parlante,Accesorios,1212.7,31,24,No,1.4,8922,Febrero,Jueves,Black Friday,303
790,Mouse,Oficina,1127.55,26,381,No,3.6,6961,Agosto,Miercoles,Normal,200
791,Escritorio,Tecnologia,2733.78,14,52,Si,1.0,7504,Febrero,Jueves,Black Friday,270
792,Camara,Gaming,535.8,22,297,No,4.4,6444,Enero,Domingo,Normal,221
793,Disco SSD,Gaming,2886.15,4,210,No,3.2,9776,Septiembre,Martes,Black Friday,210
794,Impresora,Tecnologia,2132.83,26,98,No,2.6,8882,Abril,Domingo,Black Friday,313
795,Camara,Gaming,1115.92,22,105,No,1.7,4128,Octubre,Jueves,Fiestas Patrias,214
796,Mouse,Tecnologia,325.02,15,108,No,4.6,2036,Noviembre,Martes,Normal,194
797,Impresora,Computo,2847.41,46,138,Si,2.6,9093,Septiembre,Viernes,Fiestas Patrias,322
798,Laptop,Accesorios,483.57,2,197,Si,1.5,5644,Agosto,Martes,Black Friday,283
799,Audifonos,Gaming,436.08,19,118,No,2.0,292,Abril,Martes,Normal,189
800,Monitor,Oficina,2174.72,12,406,Si,1.1,1549,Abril,Sabado,Fiestas Patrias,201
801,Smartwatch,Oficina,1561.76,44,351,Si,1.9,4089,Enero,Sabado,Navidad,338
802,Smartwatch,Oficina,2057.76,27,146,Si,1.3,4356,Agosto,Sabado,Navidad,250
803,Celular,Tecnologia,2916.81,50,277,No,2.9,6632,Septiembre,Sabado,Normal,292
804,Parlante,Gaming,2873.83,37,107,Si,3.0,9713,Agosto,Viernes,Campaña Escolar,300
805,Escritorio,Accesorios,1409.1,37,378,No,3.5,5746,Febrero,Jueves,Navidad,325
806,Camara,Oficina,492.2,46,385,No,1.3,6552,Julio,Viernes,Campaña Escolar,330
807,Tablet,Computo,1642.31,24,405,Si,3.8,8156,Mayo,Jueves,Campaña Escolar,328
808,Tablet,Gaming,2568.71,15,386,No,4.9,8622,Diciembre,Sabado,Navidad,309
809,Parlante,Gaming,2463.33,3,84,Si,4.7,8607,Junio,Sabado,Navidad,256
810,Monitor,Accesorios,1935.64,44,288,No,2.3,796,Octubre,Sabado,Fiestas Patrias,216
811,Disco SSD,Accesorios,3393.24,25,418,No,1.2,7058,Diciembre,Sabado,Campaña Escolar,208
812,Escritorio,Tecnologia,2310.2,16,460,No,2.8,2597,Junio,Viernes,Black Friday,237
813,Silla Gamer,Gaming,1414.45,14,119,Si,4.5,996,Mayo,Domingo,Black Friday,237
814,Camara,Tecnologia,1401.38,22,226,Si,4.8,1242,Enero,Jueves,Campaña Escolar,297
815,Silla Gamer,Tecnologia,648.2,6,390,No,1.4,6156,Abril,Miercoles,Campaña Escolar,200
816,Silla Gamer,Computo,1383.26,33,13,No,3.9,8743,Marzo,Domingo,Normal,262
817,Monitor,Gaming,223.81,0,80,Si,3.4,4436,Enero,Miercoles,Black Friday,250
818,Router,Gaming,1048.23,42,292,No,3.4,5325,Abril,Sabado,Navidad,320
819,Monitor,Gaming,1051.21,15,364,No,1.6,7404,Diciembre,Miercoles,Normal,248
820,Tablet,Oficina,1842.35,45,483,Si,2.9,3765,Noviembre,Miercoles,Navidad,324
821,Laptop,Computo,718.68,21,212,Si,4.2,6461,Abril,Viernes,Black Friday,350
822,Disco SSD,Computo,984.2,6,262,Si,1.5,491,Octubre,Viernes,Navidad,218
823,Smartwatch,Accesorios,3457.37,25,246,Si,2.6,7261,Mayo,Jueves,Campaña Escolar,267
824,Teclado,Accesorios,1816.67,30,263,No,4.7,7978,Diciembre,Viernes,Normal,266
825,Laptop,Oficina,3134.83,9,238,Si,4.1,911,Mayo,Viernes,Fiestas Patrias,176
826,Teclado,Gaming,1550.7,38,382,No,1.5,8515,Mayo,Lunes,Fiestas Patrias,304
827,Escritorio,Accesorios,2106.12,42,219,Si,2.5,5590,Enero,Martes,Fiestas Patrias,312
828,Smartwatch,Gaming,713.95,3,378,No,3.0,6153,Noviembre,Miercoles,Black Friday,231
829,Mouse,Computo,1950.31,43,392,Si,3.5,3146,Septiembre,Martes,Campaña Escolar,310
830,Smartwatch,Gaming,880.95,30,407,No,1.7,8465,Marzo,Jueves,Navidad,325
831,Mouse,Computo,787.3,48,274,No,1.1,6609,Abril,Martes,Fiestas Patrias,327
832,Impresora,Computo,1006.11,9,260,No,3.7,3904,Abril,Domingo,Navidad,246
833,Camara,Tecnologia,2196.15,46,396,No,1.7,2445,Febrero,Sabado,Fiestas Patrias,276
834,Monitor,Gaming,1360.16,37,86,No,4.8,3188,Octubre,Martes,Normal,210
835,Tablet,Tecnologia,1352.09,19,184,No,3.0,606,Julio,Miercoles,Navidad,229
836,Laptop,Gaming,3481.15,8,325,No,2.0,1066,Junio,Viernes,Navidad,209
837,Celular,Tecnologia,3213.05,6,111,No,4.3,1863,Mayo,Sabado,Campaña Escolar,184
838,Camara,Tecnologia,178.64,42,217,Si,4.4,3049,Febrero,Martes,Navidad,371
839,Silla Gamer,Tecnologia,1591.45,49,21,No,4.9,9965,Abril,Sabado,Campaña Escolar,355
840,Parlante,Tecnologia,875.55,22,180,Si,3.8,9692,Abril,Viernes,Black Friday,345
841,Escritorio,Accesorios,183.47,12,52,Si,3.2,1392,Enero,Jueves,Fiestas Patrias,245
